2025-09-20 21:59:42 | INFO | Kafka producer connected to localhost:9092
2025-09-20 22:00:11 | INFO | Message category: other, sentiment: 0.94
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61], 'other': [0.07, 0.6, 0.36, 0.94], 'entertainment': [0.85], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just saw an app! It was exciting.", "author": "Bob", "timestamp": "2025-09-20 15:34:44", "category": "other", "sentiment": 0.94, "keyword_mentioned": "other", "message_length": 35}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just loved game! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-20 15:34:49', 'category': 'gaming', 'sentiment': 0.46, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-20 22:00:11 | INFO | Message category: gaming, sentiment: 0.46
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46], 'other': [0.07, 0.6, 0.36, 0.94], 'entertainment': [0.85], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just loved game! It was funny.", "author": "Bob", "timestamp": "2025-09-20 15:34:49", "category": "gaming", "sentiment": 0.46, "keyword_mentioned": "game", "message_length": 32}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just tried a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-20 15:34:54', 'category': 'entertainment', 'sentiment': 0.44, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-20 22:00:11 | INFO | Message category: entertainment, sentiment: 0.44
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46], 'other': [0.07, 0.6, 0.36, 0.94], 'entertainment': [0.85, 0.44], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just tried a movie! It was funny.", "author": "Eve", "timestamp": "2025-09-20 15:34:54", "category": "entertainment", "sentiment": 0.44, "keyword_mentioned": "movie", "message_length": 35}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just shared a movie! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-20 15:34:59', 'category': 'entertainment', 'sentiment': 0.1, 'keyword_mentioned': 'movie', 'message_length': 38}
2025-09-20 22:00:11 | INFO | Message category: entertainment, sentiment: 0.1
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46], 'other': [0.07, 0.6, 0.36, 0.94], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just shared a movie! It was amazing.", "author": "Eve", "timestamp": "2025-09-20 15:34:59", "category": "entertainment", "sentiment": 0.1, "keyword_mentioned": "movie", "message_length": 38}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found game! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-20 15:35:04', 'category': 'gaming', 'sentiment': 0.46, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: gaming, sentiment: 0.46
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just found game! It was amazing.", "author": "Bob", "timestamp": "2025-09-20 15:35:04", "category": "gaming", "sentiment": 0.46, "keyword_mentioned": "game", "message_length": 34}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just saw a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-20 15:35:09', 'category': 'other', 'sentiment': 0.89, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-20 22:00:11 | INFO | Message category: other, sentiment: 0.89
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just saw a story! It was amazing.", "author": "Bob", "timestamp": "2025-09-20 15:35:09", "category": "other", "sentiment": 0.89, "keyword_mentioned": "other", "message_length": 35}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just saw a story! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-20 15:35:14', 'category': 'other', 'sentiment': 0.1, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-20 22:00:11 | INFO | Message category: other, sentiment: 0.1
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just saw a story! It was weird.", "author": "Charlie", "timestamp": "2025-09-20 15:35:14", "category": "other", "sentiment": 0.1, "keyword_mentioned": "other", "message_length": 33}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just saw a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-20 21:29:42', 'category': 'other', 'sentiment': 0.32, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-20 22:00:11 | INFO | Message category: other, sentiment: 0.32
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just saw a trick! It was exciting.", "author": "Alice", "timestamp": "2025-09-20 21:29:42", "category": "other", "sentiment": 0.32, "keyword_mentioned": "other", "message_length": 36}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-20 21:29:47', 'category': 'travel', 'sentiment': 0.78, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: travel, sentiment: 0.78
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57], 'travel': [0.78]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just found travel! It was weird.", "author": "Bob", "timestamp": "2025-09-20 21:29:47", "category": "travel", "sentiment": 0.78, "keyword_mentioned": "travel", "message_length": 34}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-20 21:29:52', 'category': 'travel', 'sentiment': 0.18, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: travel, sentiment: 0.18
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57], 'travel': [0.78, 0.18]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just found travel! It was weird.", "author": "Charlie", "timestamp": "2025-09-20 21:29:52", "category": "travel", "sentiment": 0.18, "keyword_mentioned": "travel", "message_length": 34}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found travel! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-20 21:29:57', 'category': 'travel', 'sentiment': 0.24, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: travel, sentiment: 0.24
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1], 'humor': [0.05, 0.57], 'travel': [0.78, 0.18, 0.24]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just found travel! It was weird.", "author": "Alice", "timestamp": "2025-09-20 21:29:57", "category": "travel", "sentiment": 0.24, "keyword_mentioned": "travel", "message_length": 34}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-20 21:30:02', 'category': 'entertainment', 'sentiment': 0.05, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-09-20 22:00:11 | INFO | Message category: entertainment, sentiment: 0.05
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57], 'travel': [0.78, 0.18, 0.24]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just found a movie! It was amazing.", "author": "Bob", "timestamp": "2025-09-20 21:30:02", "category": "entertainment", "sentiment": 0.05, "keyword_mentioned": "movie", "message_length": 37}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just shared recipe! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-20 21:30:07', 'category': 'food', 'sentiment': 0.48, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-20 22:00:11 | INFO | Message category: food, sentiment: 0.48
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57], 'travel': [0.78, 0.18, 0.24], 'food': [0.48]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just shared recipe! It was funny.", "author": "Bob", "timestamp": "2025-09-20 21:30:07", "category": "food", "sentiment": 0.48, "keyword_mentioned": "recipe", "message_length": 35}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just tried a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-20 21:30:12', 'category': 'humor', 'sentiment': 0.6, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: humor, sentiment: 0.6
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24], 'food': [0.48]}
2025-09-20 22:00:11 | INFO | Chart updated successfully for message: {"message": "I just tried a meme! It was funny.", "author": "Charlie", "timestamp": "2025-09-20 21:30:12", "category": "humor", "sentiment": 0.6, "keyword_mentioned": "meme", "message_length": 34}
2025-09-20 22:00:11 | INFO | Processed JSON message: {'message': 'I just found game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-20 21:30:17', 'category': 'gaming', 'sentiment': 0.3, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-20 22:00:11 | INFO | Message category: gaming, sentiment: 0.3
2025-09-20 22:00:11 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just found game! It was amazing.", "author": "Charlie", "timestamp": "2025-09-20 21:30:17", "category": "gaming", "sentiment": 0.3, "keyword_mentioned": "game", "message_length": 34}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just tried an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-20 21:30:22', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-20 22:00:12 | INFO | Message category: other, sentiment: 0.46
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just tried an app! It was amazing.", "author": "Alice", "timestamp": "2025-09-20 21:30:22", "category": "other", "sentiment": 0.46, "keyword_mentioned": "other", "message_length": 36}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just shared a trick! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-20 21:30:27', 'category': 'other', 'sentiment': 0.89, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-20 22:00:12 | INFO | Message category: other, sentiment: 0.89
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just shared a trick! It was amazing.", "author": "Alice", "timestamp": "2025-09-20 21:30:27", "category": "other", "sentiment": 0.89, "keyword_mentioned": "other", "message_length": 38}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just saw travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-20 21:30:32', 'category': 'travel', 'sentiment': 0.8, 'keyword_mentioned': 'travel', 'message_length': 33}
2025-09-20 22:00:12 | INFO | Message category: travel, sentiment: 0.8
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just saw travel! It was boring.", "author": "Alice", "timestamp": "2025-09-20 21:30:32", "category": "travel", "sentiment": 0.8, "keyword_mentioned": "travel", "message_length": 33}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just tried a trick! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-20 21:30:37', 'category': 'other', 'sentiment': 0.13, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-20 22:00:12 | INFO | Message category: other, sentiment: 0.13
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89, 0.13], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just tried a trick! It was exciting.", "author": "Eve", "timestamp": "2025-09-20 21:30:37", "category": "other", "sentiment": 0.13, "keyword_mentioned": "other", "message_length": 38}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just shared travel! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-20 21:30:42', 'category': 'travel', 'sentiment': 0.35, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-20 22:00:12 | INFO | Message category: travel, sentiment: 0.35
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89, 0.13], 'entertainment': [0.85, 0.44, 0.1, 0.05], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8, 0.35], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just shared travel! It was boring.", "author": "Eve", "timestamp": "2025-09-20 21:30:42", "category": "travel", "sentiment": 0.35, "keyword_mentioned": "travel", "message_length": 36}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just shared a movie! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-20 21:30:47', 'category': 'entertainment', 'sentiment': 0.37, 'keyword_mentioned': 'movie', 'message_length': 39}
2025-09-20 22:00:12 | INFO | Message category: entertainment, sentiment: 0.37
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89, 0.13], 'entertainment': [0.85, 0.44, 0.1, 0.05, 0.37], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8, 0.35], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just shared a movie! It was exciting.", "author": "Eve", "timestamp": "2025-09-20 21:30:47", "category": "entertainment", "sentiment": 0.37, "keyword_mentioned": "movie", "message_length": 39}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just loved an app! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-20 21:30:52', 'category': 'other', 'sentiment': 0.34, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-20 22:00:12 | INFO | Message category: other, sentiment: 0.34
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89, 0.13, 0.34], 'entertainment': [0.85, 0.44, 0.1, 0.05, 0.37], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8, 0.35], 'food': [0.48]}
2025-09-20 22:00:12 | INFO | Chart updated successfully for message: {"message": "I just loved an app! It was amazing.", "author": "Charlie", "timestamp": "2025-09-20 21:30:52", "category": "other", "sentiment": 0.34, "keyword_mentioned": "other", "message_length": 36}
2025-09-20 22:00:12 | INFO | Processed JSON message: {'message': 'I just tried JavaScript! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-20 21:30:57', 'category': 'tech', 'sentiment': 0.21, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-20 22:00:12 | INFO | Message category: tech, sentiment: 0.21
2025-09-20 22:00:12 | INFO | Updated category sentiments: {'gaming': [0.61, 0.46, 0.46, 0.3], 'other': [0.07, 0.6, 0.36, 0.94, 0.89, 0.1, 0.32, 0.46, 0.89, 0.13, 0.34], 'entertainment': [0.85, 0.44, 0.1, 0.05, 0.37], 'humor': [0.05, 0.57, 0.6], 'travel': [0.78, 0.18, 0.24, 0.8, 0.35], 'food': [0.48], 'tech': [0.21]}
